-121.094,46.118,67.544,4075625
-120.836,45.704,66.168,4075646
-120.327,45.251,64.953,4075667
-120.093,44.848,63.502,4075688
-119.816,44.398,62.078,4075709
-119.265,44.203,60.821,4075730
-118.755,43.996,59.510,4075751
-118.377,43.933,58.116,4075772
-118.070,43.885,56.645,4075793
-117.773,43.866,55.165,4075814
-117.879,43.789,53.386,4075835
-117.944,43.635,51.631,4075856
-117.950,43.471,49.924,4075877
-117.999,43.343,48.181,4075898
-117.964,43.204,46.474,4075919
-118.129,43.142,44.625,4075940
-118.281,43.487,42.789,4075961
-118.514,43.865,40.891,4075982
-118.647,44.277,39.076,4076003
-119.131,44.669,37.027,4076024
-119.854,48.442,303.052,4077557
-119.595,48.267,302.285,4077578
-119.320,48.296,301.512,4077599
-119.297,48.038,300.554,4077620
-119.449,47.843,299.461,4077641
-119.686,47.746,298.302,4077662
-119.932,47.606,297.119,4077683
-120.256,47.451,295.873,4077704
-120.144,47.098,294.987,4077725
-120.204,46.697,293.965,4077746
-120.224,46.602,292.962,4077767
-120.459,46.639,291.825,4077788
-120.500,46.482,290.834,4077809
-120.561,46.180,289.786,4077830
-121.016,46.196,288.450,4077851
-121.464,46.128,287.107,4077872
-121.917,46.084,285.748,4077893
-122.276,45.912,284.474,4077914
-122.597,45.710,283.204,4077935
-122.650,45.555,282.139,4077956
-122.906,45.359,280.947,4077977
-123.069,45.598,279.814,4077998
-123.075,45.549,278.794,4078019
-123.461,45.817,277.508,4078040
-123.861,46.082,276.185,4078061
-124.286,46.158,274.856,4078082
-124.566,46.076,273.636,4078103
-124.867,46.002,272.418,4078124
-124.706,45.994,271.524,4078145
-124.507,45.928,270.704,4078166
-124.305,46.073,269.894,4078187
-124.351,46.327,268.891,4078208
-124.083,46.443,268.136,4078229
-123.950,46.634,267.242,4078250
-124.061,46.659,266.187,4078271
-124.119,46.716,265.148,4078292
-124.084,46.507,264.231,4078313
-123.906,46.291,263.408,4078334
-123.864,46.098,262.498,4078355
-123.732,45.843,261.695,4078376
-123.332,45.836,261.094,4078397
-123.024,45.967,260.443,4078418
-122.652,46.051,259.834,4078439
-122.311,46.138,259.175,4078460
-121.921,45.941,258.557,4078481
-121.905,45.775,257.670,4078502
-121.997,45.907,256.696,4078523
-122.032,45.705,255.802,4078544
-121.854,45.510,255.034,4078565
-121.683,45.358,254.251,4078586
-121.398,45.480,253.610,4078607
-121.393,45.729,252.735,4078628
-121.330,45.938,251.902,4078649
-121.431,46.128,250.952,4078670
-121.548,46.010,250.004,4078691
-121.643,45.847,249.063,4078712
-121.707,45.612,248.143,4078733
-121.709,45.346,247.299,4078754
-121.311,45.132,246.716,4078775
-121.340,45.176,245.839,4078796
-121.107,45.289,245.134,4078817
-120.837,45.412,244.446,4078838
-120.451,45.427,243.832,4078859
-120.425,45.624,242.955,4078880
-120.275,45.444,242.164,4078901
-119.990,45.633,241.497,4078922
-120.055,45.586,240.558,4078943
-119.987,45.421,239.716,4078964
-119.861,45.249,238.899,4078985
-119.517,45.237,238.216,4079006
-119.230,45.317,237.459,4079027
-119.090,45.558,236.547,4079048
-118.918,45.724,235.624,4079069
-118.721,45.825,234.649,4079090
-118.925,46.039,233.340,4079111
-119.055,45.820,232.062,4079132
