-122.589,47.392,13.244,1095119
-122.442,47.210,12.638,1095140
-122.560,46.807,11.863,1095161
-122.398,46.435,11.305,1095182
-122.144,46.288,10.854,1095203
-121.801,46.062,10.496,1095224
-121.682,45.647,10.012,1095245
-121.835,45.559,9.367,1095266
-121.667,45.587,8.988,1095287
-121.787,45.612,8.456,1095308
-121.713,45.758,8.076,1095329
-121.877,45.656,7.572,1095351
-122.110,45.771,7.020,1095372
-122.151,45.644,6.633,1095393
-121.950,45.834,6.451,1095414
-121.851,45.793,6.232,1095435
-121.655,46.031,6.081,1095456
-121.893,46.213,5.629,1095477
-121.620,46.418,5.549,1095498
-121.727,46.816,5.190,1095519
-121.925,46.900,4.734,1095540
-121.893,47.313,4.436,1095561
-122.192,47.602,3.872,1095582
-122.541,47.900,3.250,1095603
-122.496,48.036,2.912,1095624
-122.487,48.272,2.531,1095645
-122.788,48.465,1.913,1095666
-123.062,48.673,1.285,1095687
-123.499,49.298,0.516,1095708
-123.534,49.633,0.022,1095729
-123.893,50.188,359.254,1095750
-124.443,50.333,358.332,1095771
-124.929,50.680,357.439,1095792
-125.476,50.656,356.441,1095813
-125.987,50.503,355.463,1095834
-125.972,50.158,354.872,1095855
-126.218,50.120,354.051,1095876
-126.758,50.042,352.967,1095897
-127.112,49.900,351.956,1095918
-127.398,49.732,350.975,1095939
-128.044,49.377,349.688,1095960
-128.683,49.028,348.365,1095981
-129.196,48.423,347.139,1096002
-129.649,47.787,345.937,1096023
-129.865,47.050,344.950,1096044
-129.943,46.338,344.031,1096065
-129.879,45.651,343.203,1096086
-129.980,45.309,342.251,1096107
-130.209,45.049,341.191,1096128
-130.216,44.654,340.296,1096149
-130.157,44.193,339.399,1096170
-130.254,43.999,338.362,1096191
-130.380,43.479,337.289,1096212
-130.539,43.087,336.162,1096233
-130.721,42.880,334.981,1096254
-130.446,42.898,334.082,1096275
-130.541,42.945,332.925,1096296
-130.607,43.009,331.751,1096317
-131.098,42.077,331.704,1096338
-131.260,41.315,331.754,1096359
-131.372,40.739,331.796,1096380
-131.919,40.339,331.500,1096401
-132.315,40.003,331.276,1096422
-132.220,39.967,331.359,1096443
-132.010,39.870,331.482,1096464
-131.826,40.102,331.580,1096485
-131.588,40.398,331.693,1096506
-131.310,40.740,331.812,1096527
-130.995,41.138,331.915,1096548
-130.599,41.577,332.012,1096569
-130.238,42.208,332.060,1096590
-129.861,42.581,332.058,1096611
-129.576,43.483,331.959,1096632
-129.396,44.213,331.731,1096653
-128.669,45.068,331.856,1096674
-128.001,46.003,331.899,1096695
-127.154,46.815,332.027,1096716
-126.791,47.511,331.764,1096737
-126.183,48.412,331.603,1096758
-125.420,49.205,331.529,1096779
-124.709,50.024,331.331,1096800
-125.563,50.915,329.624,1096821
-126.422,51.673,327.843,1096842
-127.336,52.423,325.924,1096863
-127.817,52.814,324.301,1096884
-128.063,53.280,322.827,1096905
-128.497,53.917,321.132,1096926
-128.874,54.434,319.415,1096947
-129.157,54.855,317.732,1096968
-129.508,54.846,315.948,1096989
-129.696,54.799,314.261,1097010
-129.481,54.976,312.845,1097031
-127.825,55.005,313.493,1097052
-125.731,54.752,314.456,1097073
-123.693,54.389,315.344,1097094
-121.868,53.895,316.031,1097115
-119.997,53.399,316.747,1097136
-118.346,52.732,317.273,1097157
-117.461,52.165,317.159,1097178
-116.572,51.725,317.046,1097199
-115.596,50.934,316.967,1097220
-115.278,50.153,316.381,1097241
-114.882,49.199,315.829,1097262
-114.843,48.421,315.014,1097283
-114.483,47.525,314.431,1097304
-114.187,46.766,313.774,1097325
-114.241,45.862,312.870,1097346
-114.452,45.413,311.859,1097367
-114.433,44.805,310.996,1097388
-115.014,44.314,309.708,1097409
-115.670,43.827,308.365,1097430
-116.302,43.557,307.005,1097451
-117.101,43.045,305.534,1097472
-118.028,42.676,303.982,1097493
-118.749,42.201,302.582,1097514
-119.645,42.264,301.047,1097535
-120.558,41.977,299.515,1097556
-121.704,41.800,297.834,1097577
-123.027,41.940,296.048,1097598
-124.216,42.293,294.385,1097619
-125.171,42.554,292.871,1097640
-126.263,42.589,291.292,1097661
-127.569,43.067,289.547,1097682
-128.879,43.318,287.835,1097703
-129.877,43.897,286.357,1097724
-130.929,44.499,284.884,1097745
-132.000,45.139,283.437,1097766
-133.042,45.804,282.039,1097787
