2,0.034,-3.780,0.617,181342639
0,169.557,-5.024,245.669,181365630
1,1.311,1.749,-9.289,181388630
2,0.138,-3.759,0.544,181388630
0,170.623,3.513,243.141,181411631
1,-0.314,1.612,-9.362,181434631
2,0.559,-3.347,0.315,181457630
0,172.942,16.544,240.257,181480635
1,-2.869,1.168,-10.525,181503631
2,1.808,-5.237,0.363,181526632
0,179.370,36.488,237.505,181549632
1,-4.803,0.563,-7.755,181549632
2,1.851,-5.324,0.355,181572634
0,-177.658,49.145,236.457,181595629
1,-7.444,-0.323,-5.650,181618630
2,1.230,-3.617,0.297,181641630
0,-175.257,56.852,236.192,181641630
1,-7.853,-0.351,-3.821,181664632
2,0.416,-1.698,0.401,181687632
0,-177.037,59.080,234.113,181710630
1,-8.920,-0.449,-4.365,181733630
2,-0.191,0.824,0.140,181733630
0,-178.590,46.566,235.152,181779631
1,-8.353,-0.165,-4.522,181779631
2,-0.671,3.803,-0.314,181802629
0,-179.700,36.104,236.239,181825634
1,-6.812,-0.042,-6.694,181848631
2,-0.816,5.058,-0.458,181871631
0,178.319,17.805,238.619,181894630
1,-5.089,0.083,-8.068,181894630
2,-0.793,5.084,-0.642,181917631
0,177.412,7.363,240.782,181940632
1,-1.901,0.300,-9.983,181963631
2,-0.586,4.595,-0.959,181986631
0,176.179,-3.605,243.774,181986631
1,0.101,0.589,-9.776,182009632
2,-0.526,3.955,-0.955,182032632
0,173.691,-16.238,248.057,182055631
1,2.411,1.007,-9.210,182078631
2,-0.452,3.300,-0.910,182101634
0,171.435,-23.797,251.372,182101634
1,3.837,1.261,-8.671,182124630
2,-0.533,2.949,-0.826,182147632
0,166.586,-33.523,256.776,182170632
1,5.467,2.132,-7.152,182193633
2,-0.544,2.320,-0.712,182193633
0,164.314,-36.458,259.012,182216631
1,6.004,2.311,-7.332,182239642
2,-0.200,0.631,-0.199,182262632
0,164.347,-35.967,258.603,182285633
1,6.272,2.430,-7.542,182308629
2,0.337,-1.850,0.462,182308629
0,168.364,-28.037,253.665,182331632
1,5.504,1.790,-9.213,182354630
2,0.103,-4.211,0.939,182377630
0,170.942,-12.455,246.768,182400632
1,4.315,1.884,-8.747,182400632
2,0.426,-5.144,0.944,182423631
0,173.182,-0.782,243.473,182446630
1,0.516,1.273,-9.268,182469631
2,0.229,-4.364,0.730,182492632
0,172.953,13.870,239.204,182515629
1,-1.039,1.186,-8.909,182515629
2,0.253,-4.559,0.751,182538632
0,173.426,25.478,236.312,182561633
1,-3.995,1.109,-7.733,182584631
2,0.675,-4.409,0.656,182607632
0,172.963,40.592,231.811,182630632
1,-5.676,0.943,-6.495,182630632
2,0.592,-4.259,0.673,182653631
0,172.267,48.394,228.788,182676631
1,-7.382,0.916,-5.219,182699633
2,0.484,-2.882,0.149,182722631
0,172.303,56.555,226.574,182745627
1,-9.375,0.780,-5.118,182745627
2,0.423,-0.989,0.041,182768631
0,173.625,53.395,228.267,182791632
1,-8.643,0.474,-5.234,182814632
2,-0.118,2.303,-0.354,182814632
0,175.761,43.263,232.108,182837631
1,-6.952,0.585,-5.711,182860635
2,-0.179,3.950,-0.276,182883631
0,176.043,28.569,234.250,182906632
1,-6.392,0.627,-7.634,182906632
2,-0.362,4.686,-0.416,182929632
0,175.232,18.336,236.268,182952632
1,-3.935,0.779,-8.576,182975632
2,-0.906,4.155,-0.541,182998632
0,172.380,3.430,240.253,183021630
1,-2.421,1.011,-9.383,183021630
2,-0.970,4.810,-0.826,183044630
0,170.131,-7.022,243.927,183067633
1,0.964,1.742,-9.956,183090631
2,-0.574,3.909,-0.797,183113638
0,167.222,-19.806,249.232,183136631
1,2.656,1.948,-9.723,183136631
2,-0.502,4.080,-0.754,183159631
0,164.237,-28.327,253.389,183182631
1,4.604,2.370,-8.205,183205632
2,-0.527,3.724,-0.658,183228631
0,158.524,-38.777,260.246,183251631
1,5.900,2.911,-6.243,183251631
2,-0.310,2.021,-0.439,183274634
0,158.217,-38.903,260.560,183297632
1,7.087,3.216,-6.737,183320629
2,0.313,-1.200,0.226,183343631
0,160.967,-35.373,257.609,183343631
1,6.617,2.959,-7.031,183366630
2,0.460,-2.646,0.439,183389630
0,166.009,-24.373,251.275,183412632
1,5.022,2.474,-8.645,183435632
2,0.729,-4.190,0.752,183435632
0,169.633,-14.742,246.958,183458630
1,3.533,1.879,-8.860,183481638
2,0.785,-3.424,0.539,183504632
0,172.852,-3.192,243.116,183527632
1,0.804,1.363,-9.292,183550642
2,0.996,-4.782,0.914,183550642
0,175.403,9.592,239.256,183573631
1,-1.431,1.000,-8.702,183596634
2,0.807,-4.576,0.960,183619632
0,176.245,19.645,236.345,183619632
1,-3.533,0.584,-8.771,183642631
2,0.781,-5.194,1.024,183665632
0,176.707,38.083,231.365,183688632
1,-5.736,0.570,-6.639,183711630
2,0.914,-5.426,0.834,183734632
0,176.162,50.998,227.629,183734632
1,-7.843,0.526,-5.396,183757629
2,0.732,-4.497,0.646,183780630
0,173.534,63.784,221.997,183803636
1,-9.265,0.481,-3.201,183826630
2,0.218,-1.497,0.256,183849632
0,172.457,65.688,220.640,183849632
1,-9.343,0.565,-2.648,183872632
2,0.005,0.177,-0.051,183895634
0,175.190,60.600,224.149,183918631
1,-9.468,0.353,-2.900,183918631
2,-0.312,3.626,-0.483,183941630
0,176.884,47.477,228.294,183964631
1,-8.063,0.540,-4.992,183987630
2,-0.612,5.048,-0.619,184010630
0,177.760,30.048,232.708,184033638
1,-6.412,0.406,-8.020,184056630
2,-0.466,4.939,-0.939,184079632
0,177.817,19.161,235.624,184079632
1,-4.299,0.332,-8.609,184102635
2,-0.655,4.421,-1.021,184125633
0,176.458,4.169,240.745,184148632
1,-1.235,0.555,-9.001,184171632
2,-0.976,4.787,-1.446,184171632
0,173.635,-7.127,245.216,184194632
1,1.062,1.205,-8.856,184216629
2,-1.036,4.183,-1.146,184239632
0,170.162,-16.537,249.151,184239632
1,2.605,1.608,-9.344,184262631
2,-0.906,3.712,-0.950,184285631
0,164.511,-28.539,255.698,184308631
1,4.052,2.375,-8.145,184308631
2,-0.745,3.615,-0.996,184331629
0,160.215,-35.242,260.523,184354632
1,5.648,2.847,-7.217,184377632
2,-0.755,3.368,-0.744,184377632
0,154.614,-42.286,266.326,184400632
1,7.373,3.632,-6.012,184423631
2,-0.043,0.673,0.111,184446632
0,155.211,-42.922,265.664,184446632
1,7.062,3.633,-5.338,184469630
2,0.386,-2.009,0.365,184492632
0,160.436,-34.284,259.349,184515629
1,6.156,3.252,-6.701,184538629
2,0.356,-3.858,0.363,184561629
0,163.049,-25.456,255.108,184561629
1,4.942,2.809,-8.083,184584631
2,0.541,-4.120,0.498,184607631
0,166.657,-11.995,249.327,184630632
1,2.630,2.521,-9.009,184653630
2,0.515,-4.124,0.619,184653630
0,168.660,-1.096,245.088,184676633
1,0.252,2.100,-10.013,184699632
2,0.888,-5.275,0.634,184722632
0,171.550,16.551,239.940,184745632
1,-2.224,1.512,-8.696,184768631
2,1.078,-5.149,0.613,184768631
0,172.427,29.291,236.119,184791638
1,-4.980,0.958,-8.527,184814630
2,1.050,-5.554,0.646,184837631
0,173.141,49.160,230.339,184860627
1,-6.517,0.586,-7.255,184860627
2,1.350,-5.366,0.624,184883632
0,171.916,60.290,225.435,184906631
1,-8.325,0.614,-4.054,184929634
2,0.788,-3.017,0.497,184952631
0,169.845,66.085,220.615,184975632
1,-9.162,0.587,-3.182,184975632
2,0.364,-0.452,0.109,184998632
0,172.041,62.523,223.162,185021631
1,-9.319,0.758,-2.782,185044632
2,-0.394,4.115,-0.634,185067631
0,175.390,51.027,228.820,185067631
1,-8.059,0.828,-4.631,185090632
2,-0.490,4.194,-0.397,185113631
0,176.275,36.151,232.380,185136631
1,-8.038,0.550,-7.034,185136631
2,-0.281,4.602,-0.599,185159631
0,177.176,26.257,235.091,185182632
1,-5.842,0.358,-7.853,185205631
2,-0.596,4.396,-0.841,185228632
0,176.240,10.182,240.081,185251633
1,-2.725,0.451,-8.088,185274632
2,-0.926,6.235,-1.531,185297632
0,173.947,-5.275,245.238,185297632
1,-0.151,0.836,-9.354,185320633
2,-1.005,6.223,-1.639,185343634
0,168.235,-24.909,254.098,185366630
1,4.103,2.298,-7.726,185389630
2,-0.745,5.343,-1.365,185389630
0,163.230,-35.659,260.396,185412642
1,6.490,3.141,-6.642,185435631
2,-0.800,4.201,-0.738,185458631
0,155.762,-45.940,267.289,185481631
1,8.061,3.875,-5.485,185481631
2,-0.762,1.636,0.093,185503632
0,155.914,-45.739,265.029,185526632
1,7.365,3.062,-5.136,185549631
2,-0.043,-1.271,0.247,185572630
0,160.086,-38.820,259.912,185595633
1,7.234,3.052,-5.233,185595633
2,0.459,-3.570,0.428,185618632
0,164.838,-28.082,254.060,185641632
1,5.497,2.550,-7.988,185664631
2,0.529,-4.546,0.564,185664631
0,168.741,-12.431,247.643,185710642
1,3.131,2.198,-8.871,185733631
2,0.503,-5.258,0.874,185733631
0,170.532,0.093,243.041,185756630
1,0.788,1.727,-10.003,185779632
2,0.863,-5.081,0.683,185802631
0,173.632,16.065,238.565,185825632
